Timestamp,Serial,Confidence,User,Method,File,LatestFile
2026-04-06 16:41:13,C02GP0RXQ05P,1.0000,Max,camera,C02GP0RXQ05P__20260406_164113_000.jpg,C02GP0RXQ05P.jpg
2026-04-06 16:53:20,C02GP0RXQ05P,1.0000,Max,camera,C02GP0RXQ05P__20260406_165320_000.jpg,C02GP0RXQ05P.jpg
2026-04-08 17:30:22,HY0Z8Y3,1.0000,Max,camera,HY0Z8Y3__20260408_173022_000.jpg,HY0Z8Y3.jpg
2026-04-08 17:59:25,C02GP0TPQ05P,1.0000,Max,camera,C02GP0TPQ05P__20260408_175925_000.jpg,C02GP0TPQ05P.jpg
2026-04-08 18:01:06,C02GP0TP005P,1.0000,Nam,camera,C02GP0TP005P__20260408_180106_000.jpg,C02GP0TP005P.jpg
2026-04-09 17:00:17,9003FH4,0.9222,Max,camera,9003FH4__20260409_170017_000.jpg,9003FH4.jpg
2026-04-09 17:10:07,90D3FH4,1.0000,Max,camera,90D3FH4__20260409_171007_000.jpg,90D3FH4.jpg
