Timestamp,Serial,Confidence,User,Method,File,LatestFile
2026-04-06 16:41:13,C02GP0RXQ05P,1.0000,Max,camera,C02GP0RXQ05P__20260406_164113_000.jpg,C02GP0RXQ05P.jpg
2026-04-06 16:53:20,C02GP0RXQ05P,1.0000,Max,camera,C02GP0RXQ05P__20260406_165320_000.jpg,C02GP0RXQ05P.jpg
2026-04-08 17:30:22,HY0Z8Y3,1.0000,Max,camera,HY0Z8Y3__20260408_173022_000.jpg,HY0Z8Y3.jpg
2026-04-08 17:59:25,C02GP0TPQ05P,1.0000,Max,camera,C02GP0TPQ05P__20260408_175925_000.jpg,C02GP0TPQ05P.jpg
